annotation_id,_iter,confirmed_task,Reasoning,Variables,Template,A1,A2
91e18ec8-5eae-4b14-a49e-9ed7ee1ebb10,70,Show me the list of playstation 5 games available for pre-orders.,"Playstation 5 is a product name. So, I need to remove it.",var1: Playstation 5,Show me the list of [var1] games available for pre-orders.,Show me the list of games available for pre-orders,Show me the list of games available for pre-orders
9653dc0d-96d9-414f-a711-3af94bd7cf5b,71,sell playstation controller for cash credit on GameStop in 43240.,"Playstation controller is a product name. Cash credit is a type of transaction. GameStop is a company name. 43240 is a postal code, which implies a place. So, I need to remove them.","var1: Playstation controller, var2: cash credit, var3: GameStop, var4: 43240",Sell [var1] for [var2] on [var3] in [var4].,Sell for credit,Sell controller for credit on GameStop
981fdb06-2352-439f-a6d0-ccaa857c7a54,72,Find the trade-in options for PS4.,"PS4 is a product name. So, I need to remove it.",var1: PS4,Find the trade-in options for [var1].,Find the trade-in options,Find the trade-in options for gaming consoles
9cc81f50-465c-4d77-8fd7-d81fe1ffde84,73,Find the channel number for the local CBS in Spokane Washington in 99201.,"Local CBS is a specific network but it is necessary to keep it to preserve the meaning of the task. Spokane Washington is a place. 99201 is a postal code. So, I need to remove the place and the postal code.","var1: Spokane Washington, var2: 99201",Find the channel number for the local [var1] in [var2],Find the channel number for the local CBS,Find the channel number for the local CBS in Spokane Washington
181e8206-2d04-47ea-bcaf-f701b8c5525a,74,Search for Castles in Europe for a week next month and price below $1000 per night.,"Castles is a type of accommodation. Europe is a place. a week is a duration. next month is a time reference. $1000 is a price. So, I need to remove them.","var1: Castles, var2: Europe, var3: a week, var4: next month, var5: $1000",Search for [var1] in [var2] for [var3] [var4] and price below [var5] per night.,Search for accommodations for a duration and price below a certain amount per night.,Search for accommodations in Europe for a duration next month and price below a certain amount per night.
5fb9730d-f489-4cb7-a220-d406794cef29,75,List all George Clooney movies and sort them by box office revenue,"George Clooney is a specific person's name. Box office revenue is a specific sorting criterion. So, I need to remove them.","var1: George Clooney, var2: box office revenue",List all [var1] movies and sort them by [var2],List all movies and sort them,List all movies and sort them by revenue
ac59be41-36c3-44c5-8e1f-ffb9461ba980,76,Search for all Alternative Concerts taking place in New York City.,"New York City is a place. Alternative Concerts is a specific type of event. So, I need to remove them.","var1: Alternative Concerts, var2: New York City",Search for all [var1] taking place in [var2].,Search for all concerts taking place,Search for all concerts taking place in New York City
b20d38a9-8c0f-4ed5-becc-f0f54fb90798,77,Show me the page with information about the NBA Finals schedule.,"The NBA Finals is a specific event, so it is a variable that should be removed to generalize the task description.",var1: NBA Finals,Show me the page with information about the [var1] schedule.,Show me the page with information about the schedule.,Show me the page with information about the NBA Finals schedule.
bb3e2b61-c14c-4a15-8de4-7c12256d52c7,78,"Search for concerts taking place in Los Angeles, CA in the next month.","Concerts is a type of event but not a variable. Los Angeles, CA is a place. The next month is a time frame. So, I need to remove them.","var1: Los Angeles, CA, var2: the next month",Search for concerts taking place in [var1] in [var2].,Search for concerts taking place soon,"Search for concerts taking place in Los Angeles, CA soon"
ab989f1e-bacb-4c37-ab81-c8f24ee3284b,79,View the special timetable for Far Rockaway Branch of the Long Island Railroad.,"Far Rockaway Branch is a specific branch name. Long Island Railroad is a specific railroad name. So, I need to remove them.","var1: Far Rockaway Branch, var2: Long Island Railroad",View the special timetable for [var1] of the [var2].,View the special timetable,View the special timetable for the branch of the railroad
d7c3103a-c195-4503-ab20-ecae4d4ce419,80,Find the motorcycle toll fee for the Queens midtown tunnel.,"The specific location ""Queens midtown tunnel"" is a variable that needs to be removed to generalize the task description.",var1: Queens midtown tunnel,Find the motorcycle toll fee for the [var1],Find the motorcycle toll fee,Find the motorcycle toll fee for the Queens midtown tunnel
db203a3a-8e62-41aa-ac05-717a8c11508d,81,"Plan a trip from Brooklyn, NY to Staten Island, NY on March 25th mainly using bus and subway terminal. The trip should arive at 9:45 AM.","Brooklyn, NY and Staten Island, NY are places. March 25th is a date. 9:45 AM is a time. Bus and subway terminal are specific modes of transportation. So, I need to remove them.","var1: Brooklyn, NY, var2: Staten Island, NY, var3: March 25th, var4: 9:45 AM, var5: bus, var6: subway terminal",Plan a trip from [var1] to [var2] on [var3] mainly using [var5] and [var6]. The trip should arrive at [var4].,Plan a trip using public transportation,"Plan a trip from Brooklyn, NY to Staten Island, NY using public transportation"
af6655c8-0047-4c93-8da2-aeb04ff06b17,82,Browse climbing courses within 50 miles of 90028.,The specific distance (50 miles) and the postal code (90028) are variables that need to be removed to generalize the task description.,"var1: 50 miles, var2: 90028",Browse climbing courses within [var1] of [var2].,Browse climbing courses,Browse climbing courses within 50 miles
12324b80-88bd-4d48-962c-ae80203e5058,83,Find $1 movie night film and rent blockers,"$1 is a price. ""movie night film"" and ""rent blockers"" are specific activities or products, so I need to remove them.","var1: $1, var2: movie night film, var3: rent blockers",Find [var1] [var2] and [var3],Find film and rent,Find movie night film and rent
2879afa9-05f9-4d97-bbfe-f95f5d665174,84,Play the Wakanda Forever trailer,"The title ""Wakanda Forever"" is a product name, specifically a movie title. So, I need to remove it.",var1: Wakanda Forever,Play the [var1] trailer,Play the trailer,Play the Wakanda Forever trailer
2a45ede7-6449-40b2-b032-149ddbe205a9,85,Contact Yeah You Right Events who are the organisers of the Food Fight 2023 event being held in New Orleans on May 25th to ask a question about the event,Yeah You Right Events is a company name. Food Fight 2023 is an event name. New Orleans is a place. May 25th is a date. These are all variables that need to be removed.,"var1: Yeah You Right Events, var2: Food Fight 2023, var3: New Orleans, var4: May 25th",Contact [var1] who are the organisers of the [var2] event being held in [var3] on [var4] to ask a question about the event,Contact the event organisers to ask a question about the event,Contact the organisers of the event being held in New Orleans on May 25th to ask a question about the event
51221157-cb79-407e-95c8-b2c730e95e01,86,Find a music party in Ohio and follow its organizer,"Ohio is a place. So, I need to remove it.",var1: Ohio,Find a music party in [var1] and follow its organizer,Find a music party and follow its organizer,Find a music party in Ohio and follow its organizer
86897828-35e8-4002-a98a-4e1dd26c6edb,87,check the lowest price ticket for All star stand up comedy event happen 6pm on the 25th March 2023.,"All star stand up comedy event is a specific event. 6pm is a time. 25th March 2023 is a date. So, I need to remove them.","var1: All star stand up comedy event, var2: 6pm, var3: 25th March 2023",check the lowest price ticket for [var1] happening [var2] on [var3].,check the lowest price ticket for an event,check the lowest price ticket for an event happening at 6pm on the 25th March
8aedabbf-a7b4-4da7-8eaf-9e159a3ec99b,88,review the dinner menu of La Bergamote restaurant in Hell's Kitchen.,"La Bergamote is a restaurant name. Hell's Kitchen is a place. So, I need to remove them.","var1: La Bergamote, var2: Hell's Kitchen",review the dinner menu of [var1] restaurant in [var2],review the dinner menu of the restaurant,review the dinner menu of the restaurant in Hell's Kitchen
a531a379-7770-4b72-a8cc-ee19419536cb,89,search for art galleries in midtown,"Midtown is a place. So, I need to remove it.",var1: Midtown,Search for art galleries in [var1],Search for art galleries,Search for art galleries in Midtown
ebae9339-93bf-4f5a-9396-ce30bcec7b49,90,Find the price of Boys' INFANT UA SURGE 3 RUNNING SHOES. black color and 9K size,"Boys' INFANT UA SURGE 3 RUNNING SHOES is a product name. Black is a color. 9K is a size. So, I need to remove them.","var1: Boys' INFANT UA SURGE 3 RUNNING SHOES, var2: black, var3: 9K",Find the price of [var1]. [var2] color and [var3] size,Find the price of the shoes,Find the price of the shoes in black color and 9K size
b7003092-3e6e-4fac-9867-083cac064f89,91,Find JetBlue career openings in New York,"JetBlue is a company name. New York is a place. So, I need to remove them.","var1: JetBlue, var2: New York",Find [var1] career openings in [var2],Find career openings,Find career openings in New York
bdc1f69a-da73-4e51-9dd8-83494d4983c2,92,Find check-in flight for John Smith having ticket no. 123456780,"John Smith is a name. 123456780 is a ticket number. So, I need to remove them.","var1: John Smith, var2: 123456780",Find check-in flight for [var1] having ticket no. [var2],Find check-in flight,Find check-in flight having ticket no. 123456780
c5d1ecbe-f7a6-4d27-9e03-08dcfdcb524f,93,"Book a flight + cruise for two flying from Atlanta in October for vacation starting on October 8 for 6 nights with Miami as the departure port, choose the cheapest flight, hotel, and room in the cruise for booking.","Two is a number. Atlanta is a place. October is a month. October 8 is a date. 6 nights is a duration. Miami is a place. Cheapest is a specific preference. So, I need to remove them.","var1: two, var2: Atlanta, var3: October, var4: October 8, var5: 6 nights, var6: Miami, var7: cheapest","Book a flight + cruise for [var1] flying from [var2] in [var3] for vacation starting on [var4] for [var5] with [var6] as the departure port, choose the [var7] flight, hotel, and room in the cruise for booking.",Book a flight + cruise for vacation,"Book a flight + cruise for two for vacation starting on October 8 for 6 nights with Miami as the departure port, choose the cheapest options for booking"
2fc63250-ac9a-4cd4-a29d-6460f0652fa3,94,Find a wireless keyboard and mouse combo under $100.,"The product type ""wireless keyboard and mouse combo"" and the price ""$100"" are variables.","var1: wireless keyboard and mouse combo, var2: $100",Find a [var1] under [var2],Find a combo under a certain price,Find a wireless keyboard and mouse combo under a certain price
